Event,Stage,From,To,Type,Points
the-hague-1980,final,switzerland,France,Televoting,1
the-hague-1980,final,the-netherlands,Germany,Televoting,12
the-hague-1980,final,the-netherlands,Switzerland,Televoting,10
the-hague-1980,final,the-netherlands,Greece,Televoting,8
the-hague-1980,final,the-netherlands,United Kingdom,Televoting,7
the-hague-1980,final,the-netherlands,Ireland,Televoting,6
the-hague-1980,final,the-netherlands,Portugal,Televoting,5
the-hague-1980,final,the-netherlands,France,Televoting,4
the-hague-1980,final,the-netherlands,Austria,Televoting,3
the-hague-1980,final,the-netherlands,Norway,Televoting,2
the-hague-1980,final,the-netherlands,Italy,Televoting,1
the-hague-1980,final,turkey,The Netherlands,Televoting,12
the-hague-1980,final,turkey,Germany,Televoting,10
the-hague-1980,final,turkey,Sweden,Televoting,8
the-hague-1980,final,turkey,Spain,Televoting,7
the-hague-1980,final,turkey,Italy,Televoting,6
the-hague-1980,final,turkey,United Kingdom,Televoting,5
the-hague-1980,final,turkey,Portugal,Televoting,4
the-hague-1980,final,turkey,France,Televoting,3
the-hague-1980,final,turkey,Switzerland,Televoting,2
the-hague-1980,final,turkey,Luxembourg,Televoting,1
the-hague-1980,final,united-kingdom,Ireland,Televoting,12
the-hague-1980,final,united-kingdom,Germany,Televoting,10
the-hague-1980,final,united-kingdom,Luxembourg,Televoting,8
the-hague-1980,final,united-kingdom,Switzerland,Televoting,7
the-hague-1980,final,united-kingdom,Austria,Televoting,6
the-hague-1980,final,united-kingdom,France,Televoting,5
the-hague-1980,final,united-kingdom,Italy,Televoting,4
the-hague-1980,final,united-kingdom,Greece,Televoting,3
the-hague-1980,final,united-kingdom,The Netherlands,Televoting,2
the-hague-1980,final,united-kingdom,Belgium,Televoting,1
jerusalem-1979,final,austria,Switzerland,Televoting,12
jerusalem-1979,final,austria,Spain,Televoting,10
jerusalem-1979,final,austria,Israel,Televoting,8
jerusalem-1979,final,austria,Portugal,Televoting,7
jerusalem-1979,final,austria,United Kingdom,Televoting,6
jerusalem-1979,final,austria,France,Televoting,5
jerusalem-1979,final,austria,The Netherlands,Televoting,4
